"UserID","YOB","Gender","Income","HouseholdStatus","EducationLevel","Party","Happy","Q124742","Q124122","Q123464","Q123621","Q122769","Q122770","Q122771","Q122120","Q121699","Q121700","Q120978","Q121011","Q120379","Q120650","Q120472","Q120194","Q120012","Q120014","Q119334","Q119851","Q119650","Q118892","Q118117","Q118232","Q118233","Q118237","Q117186","Q117193","Q116797","Q116881","Q116953","Q116601","Q116441","Q116448","Q116197","Q115602","Q115777","Q115610","Q115611","Q115899","Q115390","Q114961","Q114748","Q115195","Q114517","Q114386","Q113992","Q114152","Q113583","Q113584","Q113181","Q112478","Q112512","Q112270","Q111848","Q111580","Q111220","Q110740","Q109367","Q108950","Q109244","Q108855","Q108617","Q108856","Q108754","Q108342","Q108343","Q107869","Q107491","Q106993","Q106997","Q106272","Q106388","Q106389","Q106042","Q105840","Q105655","Q104996","Q103293","Q102906","Q102674","Q102687","Q102289","Q102089","Q101162","Q101163","Q101596","Q100689","Q100680","Q100562","Q99982","Q100010","Q99716","Q99581","Q99480","Q98869","Q98578","Q98059","Q98078","Q98197","Q96024","votes","sumNA","VQ_ratio"
8230,1966,"Male","$100,001 - $150,000","Married (no kids)","Master's Degree","Independent",1,"No","No","No","No","Yes","No","Public","No","Yes","No","No","No","Yes","Yes","Science","Study first","No","Yes","No","No","Giving","Yes","No","Idealist","No","No","Cool headed","Standard hours","Yes","Happy","No","Yes","No","No","A.M.","Yes","End","Yes","Yes","Me","No","No","Yes","No","Yes","Mysterious","No","No","Tunes","Technology","Yes","Yes","Yes","No","Yes","Demanding","No","PC","Yes","Cautious","No","Yes!","No","Space","Yes","Online","No","Yes","No","Yes","Grrr people","Yes","No","No","Yes","No","No","Yes","Yes","Yes","No","Yes","No","Own","Optimist","Dad","Yes","Yes","No","Yes","Check!","Yes","No","No","Yes","No","No","Yes","No","Yes","Yes",26,80,0.238532110091743
8237,2000,"Female","$75,000 - $100,000","Single (no kids)","Current Undergraduate","Democrat",1,"No","Yes","Yes","No","No","Yes","Public","Yes","No","No","No","Yes","Yes","Yes","Art","Try first","No","Yes","Yes","No","Receiving","No","Yes","Pragmatist","No","Yes","Cool headed","Odd hours","No","Right","No","Yes","No","No","P.M.","Yes","Start","No","No","Circumstances","No","No","No","Yes","No","Mysterious","No","No","Tunes","People","No","No","Yes","No","Yes","Supportive","No","Mac","No","Cautious","No","Umm...","No","Space","Yes","In-person","No","Yes","Yes","No","Grrr people","No","No","No","No","No","No","No","No","Yes","No","Yes","No","Rent","Pessimist","Mom","No","No","Yes","Yes","Nope","No","No","No","No","No","No","Yes","No","No","Yes",26,75,0.238532110091743
8241,2000,"Female","under $25,000","Single (no kids)","Current K-12","Independent",1,"Yes","Yes","No","No","Yes","No","Public","No","No","No","Yes","No","Yes","Yes","Science","Study first","Yes","Yes","Yes","Yes","Receiving","No","Yes","Pragmatist","No","Yes","Hot headed","Standard hours","No","Right","Yes","Yes","No","No","P.M.","No","Start","Yes","No","Circumstances","No","Yes","Yes","Yes","Yes","TMI","No","No","Tunes","People","No","Yes","Yes","No","Yes","Demanding","No","PC","No","Cautious","Yes","Umm...","No","Space","Yes","In-person","No","No","Yes","Yes","Grrr people","Yes","No","Yes","No","Yes","Yes","No","No","No","No","Yes","No","Own","Pessimist","Mom","No","No","Yes","Yes","Check!","No","No","Yes","Yes","Yes","Yes","Yes","Yes","No","Yes",25,76,0.229357798165138
8242,1951,"Male","over $150,000","Married (w/kids)","Bachelor's Degree","Republican",0,"Yes","No","No","No","Yes","Yes","Public","No","Yes","No","No","Yes","No","Yes","Science","Study first","No","Yes","Yes","Yes","Giving","Yes","No","Pragmatist","No","No","Cool headed","Odd hours","No","Right","No","Yes","Yes","Yes","P.M.","Yes","Start","Yes","No","Circumstances","Yes","Yes","No","No","No","TMI","Yes","Yes","Talk","Technology","No","No","No","Yes","No","Supportive","No","PC","Yes","Cautious","No","Umm...","No","Socialize","Yes","Online","No","Yes","Yes","Yes","Grrr people","Yes","No","Yes","No","Yes","No","No","No","Yes","No","Yes","No","Own","Optimist","Dad","Yes","Yes","No","Yes","Nope","Yes","No","No","No","No","No","Yes","Yes","No","Yes",21,85,0.192660550458716
8244,1961,"Male","$50,000 - $74,999","Married (w/kids)","Associate's Degree","Republican",1,"No","No","No","No","Yes","Yes","Public","No","No","No","No","Yes","No","Yes","Science","Study first","Yes","Yes","No","No","Giving","Yes","No","Pragmatist","No","No","Cool headed","Standard hours","Yes","Happy","No","Yes","No","No","P.M.","Yes","Start","Yes","Yes","Circumstances","Yes","No","Yes","Yes","Yes","Mysterious","No","Yes","Talk","Technology","Yes","Yes","Yes","No","Yes","Supportive","Yes","PC","Yes","Cautious","No","Umm...","No","Space","No","Online","No","Yes","Yes","Yes","Yay people!","Yes","No","No","No","No","No","Yes","Yes","No","No","No","No","Own","Optimist","Mom","Yes","Yes","No","No","Nope","Yes","No","No","Yes","Yes","No","Yes","No","Yes","Yes",21,81,0.192660550458716
8258,1993,"Female","under $25,000","Single (no kids)","Bachelor's Degree","Other",0,"Yes","No","No","No","No","Yes","Public","No","Yes","No","Yes","Yes","Yes","Yes","Art","Try first","No","Yes","Yes","No","Giving","Yes","No","Pragmatist","No","Yes","Cool headed","Odd hours","Yes","Right","No","Yes","No","No","P.M.","Yes","End","Yes","No","Circumstances","No","No","Yes","No","No","Mysterious","No","No","Talk","People","Yes","Yes","Yes","Yes","Yes","Supportive","Yes","PC","Yes","Risk-friendly","No","Yes!","No","Space","Yes","Online","No","Yes","Yes","Yes","Grrr people","No","No","No","No","Yes","Yes","Yes","Yes","Yes","No","No","Yes","Own","Pessimist","Mom","No","No","Yes","Yes","Check!","Yes","No","No","No","Yes","Yes","Yes","No","Yes","Yes",22,82,0.201834862385321
8260,1988,"Male","$25,001 - $50,000","Married (w/kids)","Current Undergraduate","Libertarian",1,"No","Yes","No","No","No","Yes","Public","Yes","Yes","No","Yes","No","Yes","Yes","Science","Try first","No","Yes","No","No","Receiving","No","Yes","Idealist","No","Yes","Cool headed","Odd hours","No","Right","No","Yes","No","No","P.M.","Yes","End","Yes","No","Circumstances","No","No","Yes","No","Yes","Mysterious","No","No","Tunes","People","Yes","No","Yes","No","Yes","Demanding","No","PC","Yes","Risk-friendly","No","Yes!","No","Space","No","Online","No","No","Yes","No","Yay people!","Yes","No","No","No","No","Yes","No","No","No","No","Yes","No","Own","Optimist","Mom","Yes","No","No","Yes","Nope","Yes","No","No","Yes","Yes","Yes","Yes","No","Yes","Yes",25,81,0.229357798165138
8271,1992,"Male","$50,000 - $74,999","Single (no kids)","Doctoral Degree","Independent",1,"Yes","Yes","No","Yes","No","Yes","Public","Yes","No","No","Yes","No","Yes","Yes","Art","Try first","Yes","Yes","Yes","Yes","Receiving","Yes","Yes","Pragmatist","Yes","Yes","Cool headed","Standard hours","No","Right","No","No","No","Yes","P.M.","Yes","Start","Yes","No","Me","Yes","No","No","Yes","No","Mysterious","No","Yes","Talk","People","Yes","Yes","Yes","No","Yes","Supportive","No","Mac","Yes","Cautious","No","Yes!","No","Socialize","Yes","In-person","Yes","No","Yes","Yes","Yay people!","Yes","No","Yes","No","No","Yes","No","No","Yes","Yes","Yes","No","Rent","Pessimist","Dad","No","Yes","Yes","Yes","Nope","Yes","No","No","Yes","Yes","Yes","Yes","Yes","Yes","No",22,84,0.201834862385321
8272,1996,"Male","$75,000 - $100,000","Single (no kids)","High School Diploma","Democrat",1,"Yes","Yes","Yes","Yes","Yes","No","Public","Yes","Yes","No","No","Yes","Yes","Yes","Art","Try first","Yes","Yes","Yes","Yes","Receiving","Yes","Yes","Pragmatist","No","Yes","Hot headed","Standard hours","No","Happy","Yes","Yes","No","No","P.M.","Yes","Start","Yes","Yes","Circumstances","Yes","No","Yes","Yes","No","TMI","No","No","Tunes","Technology","No","Yes","Yes","Yes","No","Demanding","No","Mac","No","Risk-friendly","No","Yes!","No","Space","No","In-person","No","Yes","Yes","Yes","Yay people!","Yes","No","Yes","No","No","No","No","No","No","No","No","Yes","Own","Pessimist","Dad","No","Yes","Yes","Yes","Nope","Yes","No","No","No","Yes","No","Yes","Yes","No","No",22,79,0.201834862385321
8274,1990,"Male","$50,000 - $74,999","Married (w/kids)","Bachelor's Degree","Democrat",1,"No","Yes","No","Yes","No","Yes","Public","No","Yes","No","Yes","No","No","Yes","Science","Try first","Yes","No","No","No","Receiving","Yes","Yes","Pragmatist","No","No","Hot headed","Standard hours","No","Right","No","Yes","Yes","No","A.M.","Yes","Start","Yes","No","Circumstances","Yes","Yes","Yes","No","Yes","Mysterious","Yes","No","Talk","People","No","Yes","Yes","No","No","Supportive","No","PC","No","Cautious","Yes","Umm...","No","Space","No","In-person","No","Yes","No","Yes","Grrr people","Yes","No","No","Yes","No","Yes","No","No","No","Yes","No","No","Own","Optimist","Mom","Yes","Yes","Yes","Yes","Nope","Yes","No","No","No","Yes","No","Yes","No","No","Yes",22,84,0.201834862385321
8284,1998,"Female","over $150,000","Single (no kids)","Current K-12","Republican",0,"No","Yes","No","No","Yes","Yes","Public","Yes","Yes","Yes","Yes","No","No","Yes","Art","Try first","Yes","Yes","No","No","Receiving","Yes","Yes","Idealist","No","Yes","Hot headed","Standard hours","Yes","Happy","Yes","Yes","No","Yes","A.M.","No","End","Yes","No","Circumstances","No","Yes","Yes","Yes","Yes","TMI","No","No","Tunes","People","No","No","Yes","No","No","Demanding","No","PC","Yes","Risk-friendly","No","Umm...","No","Space","Yes","Online","No","Yes","No","No","Grrr people","Yes","No","Yes","No","No","No","Yes","Yes","Yes","No","Yes","Yes","Own","Optimist","Mom","No","No","Yes","Yes","Check!","Yes","No","No","Yes","No","Yes","Yes","No","No","No",22,81,0.201834862385321
8324,1998,"Male","over $150,000","Single (no kids)","Current K-12","Libertarian",1,"Yes","Yes","No","Yes","No","Yes","Public","No","No","No","No","No","Yes","Yes","Science","Study first","No","Yes","Yes","Yes","Receiving","No","Yes","Idealist","No","Yes","Cool headed","Standard hours","No","Right","Yes","Yes","No","Yes","A.M.","Yes","End","Yes","No","Circumstances","Yes","Yes","Yes","Yes","No","Mysterious","No","Yes","Talk","People","Yes","No","Yes","No","Yes","Demanding","No","PC","No","Risk-friendly","No","Yes!","No","Space","No","Online","No","No","Yes","Yes","Yay people!","No","No","Yes","No","No","Yes","Yes","No","Yes","No","No","Yes","Rent","Optimist","Dad","No","No","Yes","Yes","Check!","No","No","No","Yes","Yes","Yes","Yes","Yes","Yes","Yes",23,83,0.211009174311927
8340,1996,"Male","over $150,000","Single (no kids)","Current K-12","Libertarian",0,"Yes","Yes","No","No","Yes","Yes","Private","No","Yes","Yes","Yes","No","Yes","Yes","Science","Study first","No","Yes","No","No","Giving","No","Yes","Idealist","No","Yes","Hot headed","Odd hours","Yes","Right","No","Yes","No","Yes","A.M.","No","Start","Yes","Yes","Circumstances","No","Yes","No","Yes","Yes","TMI","No","No","Talk","Technology","Yes","Yes","Yes","No","No","Supportive","No","Mac","Yes","Risk-friendly","No","Yes!","No","Socialize","Yes","Online","No","No","Yes","Yes","Yay people!","Yes","Yes","Yes","Yes","No","Yes","Yes","No","No","No","Yes","Yes","Own","Pessimist","Dad","Yes","No","No","Yes","Check!","No","No","Yes","No","Yes","Yes","Yes","Yes","Yes","No",25,81,0.229357798165138
8350,1997,"Male","under $25,000","Single (no kids)","Associate's Degree","Democrat",1,"Yes","Yes","No","Yes","No","No","Public","No","Yes","No","No","No","No","Yes","Science","Try first","Yes","Yes","No","No","Receiving","Yes","Yes","Idealist","No","No","Hot headed","Odd hours","No","Right","No","No","Yes","No","P.M.","Yes","End","No","No","Circumstances","No","Yes","Yes","No","No","Mysterious","No","No","Tunes","Technology","No","Yes","Yes","Yes","No","Supportive","No","PC","No","Cautious","Yes","Umm...","No","Space","No","Online","Yes","Yes","Yes","Yes","Grrr people","No","No","Yes","No","No","Yes","Yes","No","No","No","No","No","Rent","Pessimist","Dad","No","No","No","Yes","Nope","No","No","No","Yes","No","Yes","Yes","Yes","No","No",26,80,0.238532110091743
8375,1990,"Female","under $25,000","Single (no kids)","Current Undergraduate","Democrat",0,"No","No","Yes","No","No","Yes","Private","No","Yes","No","No","Yes","No","Yes","Art","Study first","Yes","No","No","No","Giving","Yes","Yes","Pragmatist","No","Yes","Hot headed","Odd hours","Yes","Happy","No","Yes","No","Yes","A.M.","No","Start","Yes","No","Circumstances","No","No","Yes","Yes","No","Mysterious","Yes","No","Tunes","Technology","No","Yes","Yes","No","Yes","Demanding","Yes","Mac","No","Cautious","Yes","Umm...","Yes","Space","No","Online","No","Yes","No","Yes","Grrr people","No","No","Yes","Yes","No","No","Yes","Yes","Yes","No","No","No","Rent","Pessimist","Dad","No","No","Yes","Yes","Nope","No","Yes","No","Yes","No","No","Yes","Yes","No","No",20,81,0.18348623853211
8392,1996,"Male","under $25,000","Single (no kids)","Current K-12","Other",1,"Yes","Yes","Yes","No","No","No","Private","Yes","Yes","No","Yes","No","No","Yes","Science","Try first","No","Yes","No","No","Receiving","No","Yes","Idealist","No","Yes","Hot headed","Standard hours","No","Happy","No","Yes","No","Yes","A.M.","No","End","Yes","No","Circumstances","Yes","No","Yes","Yes","No","TMI","No","No","Tunes","Technology","No","Yes","Yes","No","No","Demanding","No","Mac","No","Cautious","Yes","Umm...","No","Space","No","Online","No","No","Yes","No","Grrr people","No","No","No","No","No","No","No","No","No","Yes","No","Yes","Own","Pessimist","Dad","No","No","Yes","Yes","Nope","Yes","No","No","Yes","No","Yes","Only-child","No","No","Yes",25,81,0.229357798165138
8398,1991,"Male","$100,001 - $150,000","Married (w/kids)","Associate's Degree","Republican",1,"No","Yes","No","Yes","No","Yes","Public","Yes","Yes","No","No","Yes","No","Yes","Science","Try first","Yes","Yes","Yes","No","Giving","No","No","Idealist","No","No","Cool headed","Odd hours","Yes","Right","Yes","Yes","Yes","No","P.M.","Yes","Start","Yes","Yes","Circumstances","Yes","No","Yes","Yes","No","Mysterious","No","Yes","Tunes","Technology","Yes","No","Yes","No","Yes","Demanding","No","PC","No","Cautious","No","Yes!","No","Socialize","No","In-person","Yes","Yes","Yes","Yes","Grrr people","Yes","Yes","Yes","No","No","Yes","Yes","No","No","Yes","No","Yes","Own","Pessimist","Dad","No","Yes","No","Yes","Check!","Yes","No","Yes","Yes","Yes","No","Yes","No","Yes","No",25,81,0.229357798165138
8402,1997,"Female","over $150,000","Single (no kids)","Current K-12","Republican",0,"No","Yes","No","No","Yes","Yes","Private","No","No","No","No","Yes","Yes","Yes","Art","Study first","No","Yes","Yes","Yes","Giving","No","No","Idealist","No","Yes","Hot headed","Standard hours","No","Right","Yes","Yes","No","Yes","P.M.","Yes","End","Yes","No","Circumstances","Yes","No","Yes","Yes","No","Mysterious","No","Yes","Tunes","People","Yes","Yes","Yes","Yes","Yes","Supportive","No","Mac","No","Risk-friendly","No","Umm...","No","Socialize","Yes","In-person","No","Yes","Yes","Yes","Yay people!","No","No","Yes","Yes","No","Yes","Yes","No","Yes","No","No","Yes","Own","Optimist","Mom","Yes","No","Yes","Yes","Check!","No","No","No","Yes","Yes","No","Yes","Yes","Yes","No",21,82,0.192660550458716
8415,1995,"Female","$75,000 - $100,000","Single (no kids)","Current Undergraduate","Libertarian",0,"No","No","No","No","No","Yes","Public","Yes","Yes","No","Yes","Yes","Yes","Yes","Science","Try first","No","Yes","Yes","No","Giving","No","Yes","Pragmatist","Yes","Yes","Hot headed","Odd hours","Yes","Happy","No","Yes","No","Yes","A.M.","Yes","End","Yes","No","Me","Yes","No","Yes","Yes","Yes","Mysterious","Yes","No","Talk","Technology","Yes","Yes","Yes","No","Yes","Supportive","No","PC","Yes","Cautious","No","Umm...","Yes","Space","No","Online","No","No","Yes","No","Grrr people","No","Yes","No","No","Yes","No","Yes","No","Yes","No","Yes","No","Rent","Pessimist","Mom","No","Yes","Yes","Yes","Check!","Yes","Yes","No","No","Yes","Yes","Yes","Yes","No","Yes",26,75,0.238532110091743
8433,1999,"Female","$25,001 - $50,000","Single (no kids)","Current K-12","Democrat",0,"Yes","No","No","No","Yes","Yes","Public","No","Yes","No","No","No","Yes","Yes","Science","Study first","No","Yes","No","Yes","Giving","Yes","Yes","Pragmatist","No","Yes","Hot headed","Standard hours","Yes","Happy","No","Yes","Yes","Yes","P.M.","No","Start","No","No","Circumstances","Yes","Yes","No","No","Yes","Mysterious","Yes","No","Tunes","People","No","No","Yes","Yes","Yes","Demanding","No","Mac","No","Risk-friendly","Yes","Umm...","No","Space","No","In-person","No","No","Yes","Yes","Grrr people","No","No","Yes","No","Yes","No","No","Yes","No","No","Yes","No","Own","Pessimist","Dad","No","No","Yes","No","Check!","Yes","No","No","Yes","Yes","No","Only-child","Yes","No","Yes",23,80,0.211009174311927
8439,1996,"Female","$50,000 - $74,999","Single (no kids)","Current K-12","Democrat",0,"No","Yes","No","No","No","Yes","Public","Yes","No","No","Yes","Yes","No","Yes","Science","Study first","Yes","Yes","No","No","Receiving","No","No","Idealist","No","No","Cool headed","Standard hours","Yes","Happy","No","No","No","Yes","P.M.","Yes","Start","Yes","No","Me","Yes","Yes","No","Yes","No","Mysterious","No","No","Tunes","Technology","No","No","Yes","Yes","No","Supportive","No","PC","No","Cautious","Yes","Umm...","No","Space","Yes","In-person","No","No","Yes","Yes","Grrr people","No","No","No","No","No","Yes","Yes","No","No","No","Yes","No","Own","Pessimist","Mom","No","No","No","Yes","Check!","No","No","No","No","Yes","No","Only-child","Yes","No","No",20,82,0.18348623853211
8443,1998,"Female","over $150,000","Single (no kids)","Current K-12","Independent",1,"No","Yes","Yes","No","No","Yes","Public","No","Yes","Yes","Yes","No","Yes","No","Art","Study first","No","Yes","Yes","Yes","Giving","Yes","No","Pragmatist","No","No","Cool headed","Standard hours","No","Right","No","Yes","No","Yes","P.M.","Yes","Start","Yes","No","Me","Yes","No","No","No","No","TMI","No","Yes","Tunes","People","No","Yes","Yes","No","Yes","Demanding","No","Mac","No","Risk-friendly","No","Umm...","No","Space","Yes","In-person","No","Yes","Yes","Yes","Grrr people","No","No","Yes","No","Yes","Yes","Yes","Yes","Yes","No","Yes","Yes","Own","Optimist","Dad","No","No","Yes","Yes","Check!","Yes","No","Yes","No","No","Yes","Yes","Yes","No","Yes",20,83,0.18348623853211
8444,1961,"Female","$75,000 - $100,000","Married (w/kids)","Bachelor's Degree","Democrat",0,"Yes","Yes","Yes","No","Yes","Yes","Public","No","Yes","No","No","Yes","Yes","Yes","Science","Study first","Yes","No","No","Yes","Giving","Yes","No","Idealist","Yes","Yes","Hot headed","Standard hours","Yes","Happy","Yes","Yes","No","Yes","A.M.","No","Start","Yes","No","Me","Yes","Yes","Yes","No","No","TMI","No","Yes","Talk","People","No","Yes","Yes","Yes","No","Demanding","No","Mac","Yes","Cautious","Yes","Yes!","No","Space","No","Online","No","No","Yes","Yes","Yay people!","Yes","No","Yes","Yes","Yes","No","Yes","No","Yes","No","No","No","Own","Optimist","Dad","No","Yes","Yes","Yes","Check!","No","No","No","Yes","Yes","Yes","Yes","Yes","Yes","Yes",21,85,0.192660550458716
8447,1997,"Female","$50,000 - $74,999","Single (no kids)","Current K-12","Republican",0,"No","Yes","No","No","Yes","No","Public","Yes","No","No","Yes","No","Yes","Yes","Art","Try first","Yes","Yes","No","No","Receiving","No","Yes","Pragmatist","No","Yes","Cool headed","Standard hours","Yes","Right","No","No","No","No","P.M.","Yes","End","Yes","No","Circumstances","No","Yes","Yes","Yes","Yes","TMI","No","No","Tunes","Technology","No","No","Yes","No","No","Demanding","Yes","PC","Yes","Cautious","No","Umm...","No","Socialize","Yes","In-person","No","No","No","Yes","Yay people!","Yes","No","Yes","Yes","No","No","Yes","No","Yes","No","No","Yes","Own","Pessimist","Mom","No","No","Yes","No","Nope","Yes","No","No","Yes","No","No","Yes","No","No","No",22,81,0.201834862385321
8462,1990,"Female","$50,000 - $74,999","Married (no kids)","Bachelor's Degree","Democrat",0,"No","Yes","No","Yes","No","No","Public","Yes","Yes","No","Yes","Yes","No","Yes","Science","Study first","Yes","Yes","Yes","Yes","Receiving","Yes","Yes","Idealist","No","No","Hot headed","Odd hours","No","Happy","Yes","Yes","No","Yes","P.M.","Yes","End","Yes","No","Me","Yes","Yes","No","Yes","No","TMI","Yes","No","Tunes","Technology","No","No","Yes","No","Yes","Demanding","No","Mac","No","Cautious","Yes","Yes!","No","Space","No","Online","Yes","No","Yes","Yes","Grrr people","No","Yes","No","No","Yes","Yes","No","Yes","No","Yes","Yes","No","Rent","Optimist","Mom","No","No","Yes","Yes","Check!","Yes","No","No","Yes","No","No","Yes","No","No","Yes",26,75,0.238532110091743
8464,1990,"Male","$25,001 - $50,000","Single (no kids)","High School Diploma","Republican",0,"No","Yes","No","Yes","No","Yes","Public","Yes","Yes","Yes","No","Yes","No","Yes","Science","Try first","Yes","Yes","Yes","No","Giving","No","No","Idealist","No","No","Hot headed","Odd hours","Yes","Right","Yes","Yes","Yes","No","P.M.","Yes","Start","Yes","No","Me","Yes","No","No","No","No","TMI","No","No","Tunes","Technology","Yes","Yes","Yes","No","No","Demanding","No","Mac","Yes","Cautious","No","Umm...","No","Space","No","Online","No","No","Yes","No","Grrr people","No","No","No","No","No","Yes","No","No","No","No","No","No","Rent","Pessimist","Dad","No","No","Yes","No","Nope","Yes","No","Yes","Yes","Yes","Yes","Yes","No","Yes","Yes",20,81,0.18348623853211
8473,1983,"Female","$75,000 - $100,000","Married (w/kids)","Associate's Degree","Other",1,"No","Yes","No","Yes","No","No","Public","Yes","No","No","Yes","No","No","Yes","Science","Study first","Yes","No","Yes","No","Giving","Yes","No","Pragmatist","No","Yes","Cool headed","Odd hours","No","Right","Yes","No","Yes","Yes","A.M.","Yes","End","Yes","No","Me","Yes","No","No","Yes","No","TMI","No","No","Talk","Technology","Yes","No","No","Yes","No","Supportive","No","Mac","Yes","Cautious","Yes","Yes!","No","Socialize","No","Online","Yes","Yes","Yes","Yes","Yay people!","No","No","Yes","Yes","Yes","No","No","No","No","Yes","Yes","No","Rent","Optimist","Mom","No","Yes","Yes","Yes","Check!","Yes","No","No","Yes","Yes","No","Only-child","No","Yes","No",21,85,0.192660550458716
8494,1996,"Male","over $150,000","Single (no kids)","Master's Degree","Republican",0,"No","Yes","No","No","Yes","Yes","Public","No","Yes","Yes","Yes","Yes","Yes","Yes","Science","Study first","Yes","Yes","No","No","Receiving","Yes","Yes","Idealist","No","Yes","Cool headed","Standard hours","Yes","Happy","No","Yes","No","Yes","P.M.","Yes","Start","No","Yes","Me","No","Yes","Yes","Yes","No","Mysterious","No","No","Tunes","People","No","Yes","Yes","Yes","Yes","Demanding","Yes","PC","Yes","Cautious","Yes","Umm...","No","Socialize","No","In-person","Yes","Yes","Yes","Yes","Grrr people","Yes","No","No","No","No","No","Yes","Yes","Yes","Yes","Yes","No","Own","Optimist","Dad","No","Yes","Yes","Yes","Nope","Yes","No","No","Yes","Yes","No","Yes","Yes","No","Yes",24,82,0.220183486238532
8501,1999,"Female","under $25,000","Single (no kids)","Current K-12","Other",0,"Yes","Yes","No","No","Yes","No","Private","No","Yes","Yes","Yes","Yes","Yes","Yes","Art","Try first","No","No","No","Yes","Receiving","No","No","Idealist","No","Yes","Hot headed","Standard hours","Yes","Happy","No","Yes","No","Yes","P.M.","Yes","Start","No","No","Circumstances","No","Yes","No","Yes","No","Mysterious","No","No","Tunes","People","No","Yes","Yes","Yes","Yes","Demanding","No","PC","Yes","Cautious","No","Umm...","No","Space","No","Online","No","No","Yes","No","Grrr people","Yes","No","Yes","Yes","No","Yes","Yes","No","Yes","No","No","No","Own","Pessimist","Mom","Yes","Yes","Yes","Yes","Nope","No","No","No","Yes","No","Yes","Yes","No","No","No",26,80,0.238532110091743
8524,1984,"Male","under $25,000","Single (no kids)","Current K-12","Other",0,"Yes","Yes","No","No","No","No","Public","Yes","No","No","No","Yes","No","Yes","Art","Study first","Yes","No","No","No","Giving","No","No","Idealist","Yes","No","Cool headed","Standard hours","Yes","Right","Yes","Yes","No","No","P.M.","Yes","Start","Yes","No","Circumstances","Yes","Yes","No","No","No","TMI","No","No","Talk","Technology","Yes","No","Yes","Yes","No","Demanding","No","PC","No","Cautious","No","Yes!","No","Space","No","Online","No","No","Yes","No","Yay people!","Yes","No","Yes","Yes","No","No","No","No","No","No","Yes","No","Own","Optimist","Dad","No","Yes","No","Yes","Nope","No","No","No","Yes","No","No","Only-child","Yes","Yes","Yes",20,86,0.18348623853211
8528,1999,"Female","$50,000 - $74,999","Single (no kids)","Current K-12","Independent",0,"Yes","Yes","No","No","No","No","Public","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Science","Study first","Yes","Yes","No","No","Receiving","Yes","Yes","Pragmatist","Yes","No","Hot headed","Standard hours","No","Right","No","Yes","Yes","Yes","P.M.","No","Start","Yes","No","Me","Yes","Yes","Yes","Yes","Yes","Mysterious","No","No","Talk","Technology","No","Yes","Yes","Yes","Yes","Supportive","No","Mac","No","Risk-friendly","No","Yes!","No","Socialize","Yes","In-person","No","No","No","Yes","Grrr people","No","No","Yes","Yes","No","No","Yes","Yes","Yes","No","No","No","Own","Pessimist","Dad","No","No","Yes","Yes","Check!","Yes","No","No","Yes","Yes","Yes","Yes","No","No","Yes",24,77,0.220183486238532
8530,1995,"Female","under $25,000","Single (no kids)","Current Undergraduate","Independent",1,"Yes","No","No","No","No","Yes","Public","No","No","No","Yes","Yes","Yes","Yes","Art","Study first","No","Yes","Yes","Yes","Receiving","No","Yes","Idealist","No","No","Cool headed","Standard hours","No","Happy","No","No","No","Yes","A.M.","Yes","Start","Yes","No","Circumstances","Yes","Yes","No","No","No","Mysterious","No","No","Tunes","People","No","Yes","Yes","No","Yes","Supportive","No","Mac","No","Cautious","No","Yes!","No","Socialize","Yes","In-person","No","No","Yes","Yes","Grrr people","No","No","No","No","No","Yes","Yes","No","No","No","No","No","Rent","Pessimist","Mom","No","No","Yes","No","Nope","Yes","No","No","No","Yes","No","Yes","No","No","Yes",22,79,0.201834862385321
8538,1945,"Male","$100,001 - $150,000","Single (no kids)","Bachelor's Degree","Independent",0,"Yes","Yes","No","Yes","No","Yes","Private","No","Yes","No","No","No","No","Yes","Science","Try first","Yes","No","No","No","Receiving","Yes","No","Idealist","No","Yes","Cool headed","Standard hours","No","Happy","Yes","Yes","No","No","P.M.","Yes","End","Yes","Yes","Me","No","Yes","Yes","Yes","Yes","Mysterious","No","No","Talk","Technology","No","Yes","Yes","No","No","Demanding","Yes","Mac","No","Cautious","No","Umm...","No","Space","No","Online","No","Yes","Yes","No","Yay people!","Yes","No","No","Yes","Yes","Yes","No","No","No","Yes","No","No","Own","Pessimist","Dad","No","Yes","No","No","Nope","Yes","Yes","Yes","Yes","Yes","No","Yes","No","Yes","No",26,80,0.238532110091743
8539,1967,"Male","over $150,000","Single (no kids)","High School Diploma","Independent",0,"Yes","Yes","No","Yes","No","Yes","Private","No","Yes","No","No","No","No","Yes","Art","Study first","Yes","No","No","No","Giving","Yes","No","Idealist","Yes","Yes","Cool headed","Standard hours","No","Happy","No","No","Yes","Yes","A.M.","Yes","End","Yes","No","Me","No","No","No","Yes","No","TMI","No","Yes","Tunes","People","No","Yes","Yes","Yes","Yes","Demanding","No","Mac","No","Risk-friendly","Yes","Yes!","No","Socialize","Yes","Online","Yes","No","Yes","No","Yay people!","Yes","No","No","Yes","No","No","Yes","No","No","Yes","Yes","No","Own","Optimist","Dad","No","Yes","Yes","Yes","Nope","Yes","No","No","Yes","No","Yes","Yes","Yes","No","Yes",20,82,0.18348623853211
