"UserID","YOB","Gender","Income","HouseholdStatus","EducationLevel","Party","Q124742","Q124122","Q123464","Q123621","Q122769","Q122770","Q122771","Q122120","Q121699","Q121700","Q120978","Q121011","Q120379","Q120650","Q120472","Q120194","Q120012","Q120014","Q119334","Q119851","Q119650","Q118892","Q118117","Q118232","Q118233","Q118237","Q117186","Q117193","Q116797","Q116881","Q116953","Q116601","Q116441","Q116448","Q116197","Q115602","Q115777","Q115610","Q115611","Q115899","Q115390","Q114961","Q114748","Q115195","Q114517","Q114386","Q113992","Q114152","Q113583","Q113584","Q113181","Q112478","Q112512","Q112270","Q111848","Q111580","Q111220","Q110740","Q109367","Q108950","Q109244","Q108855","Q108617","Q108856","Q108754","Q108342","Q108343","Q107869","Q107491","Q106993","Q106997","Q106272","Q106388","Q106389","Q106042","Q105840","Q105655","Q104996","Q103293","Q102906","Q102674","Q102687","Q102289","Q102089","Q101162","Q101163","Q101596","Q100689","Q100680","Q100562","Q99982","Q100010","Q99716","Q99581","Q99480","Q98869","Q98578","Q98059","Q98078","Q98197","Q96024","votes","sumNA","VQ_ratio"
7070,1996,"Female","$25,001 - $50,000","Single (w/kids)","Current Undergraduate","Independent","Yes","No","No","No","No","Yes","Public","No","Yes","No","Yes","Yes","No","Yes","Science","Study first","Yes","No","No","Yes","Receiving","Yes","Yes","Idealist","No","Yes","Cool headed","Odd hours","No","Right","No","Yes","No","Yes","P.M.","No","Start","Yes","Yes","Circumstances","No","Yes","No","Yes","No","TMI","Yes","No","Talk","Technology","No","No","No","Yes","Yes","Supportive","Yes","PC","Yes","Cautious","No","Yes!","Yes","Space","No","Online","Yes","No","Yes","Yes","Grrr people","No","No","Yes","Yes","Yes","No","No","No","Yes","Yes","No","No","Rent","Pessimist","Mom","No","Yes","Yes","Yes","Nope","Yes","No","No","Yes","No","No","Yes","No","No","No",31,74,0.284403669724771
7078,1984,"Female","$100,001 - $150,000","Married (no kids)","High School Diploma","Independent","No","Yes","No","Yes","No","Yes","Public","No","Yes","No","Yes","No","Yes","Yes","Science","Try first","Yes","Yes","No","Yes","Receiving","No","Yes","Pragmatist","No","Yes","Cool headed","Standard hours","No","Happy","No","Yes","No","No","A.M.","Yes","End","No","No","Me","Yes","No","No","No","Yes","Mysterious","No","Yes","Tunes","Technology","No","Yes","Yes","No","No","Supportive","No","PC","Yes","Risk-friendly","No","Yes!","No","Socialize","No","In-person","Yes","No","No","Yes","Yay people!","Yes","No","Yes","Yes","Yes","No","No","Yes","Yes","No","No","Yes","Own","Optimist","Dad","Yes","Yes","Yes","Yes","Check!","Yes","No","No","Yes","Yes","Yes","Yes","Yes","Yes","Yes",36,70,0.330275229357798
7086,1935,"Male","over $150,000","Married (no kids)","Bachelor's Degree","Republican","No","No","No","No","Yes","Yes","Public","No","Yes","No","No","No","No","Yes","Art","Try first","No","No","Yes","Yes","Giving","Yes","No","Pragmatist","Yes","Yes","Cool headed","Odd hours","No","Right","No","Yes","No","No","P.M.","Yes","Start","Yes","Yes","Me","No","Yes","Yes","Yes","No","Mysterious","No","Yes","Talk","Technology","Yes","Yes","Yes","No","Yes","Demanding","No","PC","Yes","Risk-friendly","No","Yes!","No","Space","No","In-person","No","Yes","Yes","Yes","Yay people!","Yes","Yes","No","No","Yes","No","Yes","No","No","No","Yes","No","Own","Optimist","Dad","Yes","Yes","No","No","Check!","Yes","No","No","Yes","Yes","Yes","Yes","Yes","Yes","No",77,29,0.706422018348624
7090,1953,"Male","$100,001 - $150,000","Married (w/kids)","Master's Degree","Republican","Yes","Yes","No","Yes","No","Yes","Private","No","Yes","No","No","No","Yes","Yes","Science","Try first","No","Yes","Yes","Yes","Giving","Yes","No","Idealist","No","No","Cool headed","Standard hours","Yes","Happy","Yes","Yes","Yes","No","A.M.","No","End","No","Yes","Me","No","No","No","No","No","Mysterious","No","Yes","Tunes","People","Yes","No","Yes","No","Yes","Demanding","No","Mac","Yes","Risk-friendly","Yes","Yes!","No","Socialize","No","In-person","Yes","Yes","Yes","No","Yay people!","Yes","Yes","No","Yes","No","No","Yes","No","No","Yes","No","Yes","Own","Optimist","Dad","Yes","Yes","No","No","Check!","Yes","No","Yes","Yes","Yes","No","Yes","Yes","Yes","Yes",32,74,0.293577981651376
7091,1979,"Female","$100,001 - $150,000","Single (no kids)","Current K-12","Democrat","No","Yes","Yes","No","Yes","Yes","Public","Yes","No","Yes","No","No","No","No","Art","Study first","No","Yes","Yes","Yes","Receiving","No","No","Pragmatist","No","No","Cool headed","Standard hours","No","Happy","Yes","No","No","Yes","A.M.","No","Start","Yes","No","Circumstances","No","No","No","Yes","No","Mysterious","No","Yes","Talk","People","No","Yes","Yes","No","Yes","Demanding","Yes","Mac","Yes","Cautious","Yes","Yes!","No","Socialize","Yes","In-person","No","No","Yes","Yes","Yay people!","Yes","No","Yes","No","Yes","Yes","Yes","No","No","No","Yes","Yes","Rent","Optimist","Dad","No","No","Yes","No","Check!","No","Yes","No","No","Yes","Yes","Only-child","Yes","No","No",20,86,0.18348623853211
7094,1990,"Female","$25,001 - $50,000","Married (no kids)","Bachelor's Degree","Republican","Yes","Yes","No","Yes","Yes","Yes","Public","Yes","No","No","No","Yes","No","Yes","Art","Study first","No","No","No","No","Receiving","Yes","No","Pragmatist","No","Yes","Hot headed","Standard hours","No","Happy","Yes","Yes","Yes","Yes","P.M.","Yes","Start","No","Yes","Circumstances","Yes","Yes","No","No","No","Mysterious","No","No","Tunes","Technology","Yes","Yes","Yes","No","Yes","Demanding","No","PC","No","Cautious","No","Umm...","No","Space","Yes","Online","Yes","No","Yes","Yes","Grrr people","Yes","Yes","No","Yes","Yes","Yes","No","Yes","Yes","No","Yes","No","Own","Pessimist","Mom","No","Yes","Yes","Yes","Check!","Yes","No","Yes","Yes","Yes","No","Yes","Yes","Yes","No",89,13,0.81651376146789
7100,1982,"Male","$50,000 - $74,999","Single (no kids)","Current K-12","Libertarian","No","Yes","No","No","No","Yes","Public","No","No","Yes","No","Yes","Yes","Yes","Science","Try first","No","Yes","Yes","No","Giving","Yes","No","Idealist","No","No","Hot headed","Standard hours","Yes","Happy","No","No","No","No","P.M.","Yes","Start","Yes","No","Circumstances","No","Yes","No","No","Yes","Mysterious","Yes","No","Tunes","People","No","No","Yes","Yes","No","Demanding","No","PC","Yes","Risk-friendly","No","Yes!","Yes","Socialize","Yes","In-person","No","Yes","Yes","Yes","Yay people!","Yes","No","Yes","No","No","Yes","Yes","Yes","No","No","Yes","Yes","Rent","Optimist","Dad","No","No","No","Yes","Nope","No","No","No","Yes","Yes","Yes","Only-child","Yes","No","Yes",87,19,0.798165137614679
7109,1998,"Male","$50,000 - $74,999","Single (no kids)","Current K-12","Libertarian","No","Yes","Yes","No","No","No","Public","Yes","No","Yes","No","Yes","Yes","No","Science","Try first","Yes","Yes","No","Yes","Giving","No","Yes","Pragmatist","No","No","Cool headed","Standard hours","No","Happy","Yes","No","No","Yes","P.M.","No","Start","Yes","Yes","Me","No","No","No","Yes","Yes","Mysterious","No","No","Tunes","People","No","Yes","Yes","Yes","No","Supportive","Yes","PC","No","Cautious","No","Yes!","Yes","Socialize","Yes","In-person","No","No","Yes","Yes","Grrr people","Yes","No","Yes","Yes","No","No","Yes","No","No","No","No","No","Own","Pessimist","Mom","Yes","No","No","Yes","Nope","Yes","No","No","No","Yes","Yes","Yes","Yes","No","Yes",32,71,0.293577981651376
7121,1994,"Female","under $25,000","Single (no kids)","High School Diploma","Democrat","Yes","Yes","Yes","No","Yes","No","Public","No","Yes","Yes","No","Yes","No","No","Art","Study first","Yes","No","Yes","No","Giving","Yes","No","Idealist","No","Yes","Hot headed","Odd hours","Yes","Happy","No","Yes","No","Yes","P.M.","No","End","Yes","No","Me","Yes","Yes","Yes","Yes","Yes","TMI","Yes","Yes","Tunes","People","Yes","No","Yes","No","No","Supportive","Yes","Mac","Yes","Risk-friendly","Yes","Umm...","Yes","Socialize","No","In-person","No","No","Yes","Yes","Yay people!","No","Yes","Yes","Yes","Yes","No","No","Yes","Yes","No","No","No","Own","Optimist","Mom","No","No","Yes","No","Check!","No","No","No","Yes","Yes","No","Yes","No","Yes","No",25,78,0.229357798165138
7130,1996,"Female","$100,001 - $150,000","Single (no kids)","Current Undergraduate","Democrat","No","No","Yes","No","No","No","Public","Yes","Yes","Yes","No","Yes","Yes","Yes","Art","Study first","No","Yes","Yes","Yes","Giving","Yes","No","Pragmatist","No","No","Hot headed","Odd hours","Yes","Happy","No","Yes","No","Yes","P.M.","Yes","Start","Yes","No","Me","No","No","No","No","No","Mysterious","No","No","Tunes","People","No","Yes","Yes","No","Yes","Supportive","No","Mac","Yes","Cautious","Yes","Umm...","No","Space","Yes","In-person","No","No","Yes","Yes","Grrr people","No","No","Yes","No","No","No","Yes","Yes","Yes","No","No","Yes","Rent","Optimist","Mom","No","No","Yes","Yes","Check!","No","No","Yes","No","Yes","Yes","Only-child","Yes","No","No",31,70,0.284403669724771
7131,1985,"Male","$100,001 - $150,000","Single (no kids)","Current Undergraduate","Libertarian","No","No","No","Yes","No","Yes","Private","No","Yes","No","No","Yes","Yes","Yes","Science","Try first","Yes","Yes","Yes","No","Giving","Yes","No","Pragmatist","Yes","Yes","Cool headed","Standard hours","Yes","Happy","No","Yes","No","Yes","A.M.","No","Start","Yes","No","Me","Yes","Yes","No","No","No","TMI","Yes","No","Tunes","Technology","No","Yes","Yes","No","Yes","Supportive","No","PC","Yes","Risk-friendly","No","Umm...","No","Socialize","Yes","In-person","No","No","Yes","Yes","Yay people!","No","Yes","Yes","Yes","No","Yes","Yes","Yes","No","No","Yes","Yes","Own","Optimist","Mom","Yes","Yes","Yes","Yes","Nope","No","No","No","No","Yes","Yes","Yes","Yes","No","Yes",21,85,0.192660550458716
7132,1993,"Male","under $25,000","Single (no kids)","Current K-12","Other","Yes","Yes","No","No","Yes","Yes","Public","No","No","Yes","No","Yes","Yes","Yes","Science","Try first","No","Yes","Yes","No","Giving","Yes","Yes","Idealist","No","Yes","Cool headed","Odd hours","No","Right","No","Yes","Yes","Yes","P.M.","No","Start","Yes","No","Me","Yes","No","No","No","No","TMI","No","No","Tunes","People","No","No","Yes","Yes","Yes","Supportive","No","Mac","Yes","Risk-friendly","Yes","Umm...","Yes","Space","No","In-person","Yes","No","No","Yes","Grrr people","Yes","No","No","No","No","Yes","Yes","Yes","Yes","No","Yes","No","Own","Pessimist","Mom","No","No","No","Yes","Nope","No","No","No","No","No","No","Yes","Yes","No","Yes",58,48,0.532110091743119
7133,1972,"Male","over $150,000","Married (w/kids)","Bachelor's Degree","Libertarian","No","No","No","No","Yes","No","Public","Yes","Yes","No","Yes","Yes","No","Yes","Science","Study first","Yes","Yes","No","No","Receiving","Yes","Yes","Idealist","Yes","Yes","Hot headed","Odd hours","No","Right","No","Yes","Yes","Yes","P.M.","No","Start","No","Yes","Me","Yes","Yes","Yes","No","No","Mysterious","No","No","Tunes","Technology","No","Yes","Yes","Yes","Yes","Demanding","No","PC","Yes","Cautious","No","Umm...","No","Space","No","Online","Yes","No","Yes","No","Grrr people","Yes","Yes","Yes","Yes","Yes","No","Yes","No","Yes","Yes","Yes","No","Own","Pessimist","Dad","Yes","Yes","Yes","Yes","Nope","Yes","No","Yes","Yes","Yes","Yes","Yes","Yes","No","Yes",33,73,0.302752293577982
7148,1994,"Male","$100,001 - $150,000","Single (no kids)","Current K-12","Other","Yes","Yes","No","Yes","Yes","Yes","Private","Yes","No","Yes","Yes","Yes","Yes","Yes","Science","Try first","No","Yes","Yes","No","Giving","Yes","No","Pragmatist","No","No","Cool headed","Standard hours","No","Right","No","No","Yes","No","P.M.","Yes","Start","Yes","No","Me","Yes","No","Yes","Yes","No","TMI","No","No","Tunes","People","Yes","No","No","Yes","Yes","Supportive","No","PC","No","Risk-friendly","No","Umm...","No","Socialize","No","In-person","No","No","Yes","Yes","Yay people!","Yes","Yes","Yes","No","No","No","Yes","Yes","No","No","No","No","Own","Optimist","Dad","No","No","No","Yes","Check!","No","No","No","No","No","No","Yes","No","Yes","Yes",28,78,0.256880733944954
7151,1996,"Male","$50,000 - $74,999","Single (no kids)","Current K-12","Republican","Yes","No","No","No","No","No","Public","No","Yes","Yes","Yes","No","No","Yes","Science","Study first","No","No","No","No","Giving","No","Yes","Idealist","Yes","No","Hot headed","Standard hours","No","Happy","No","Yes","No","Yes","P.M.","Yes","Start","Yes","No","Me","No","Yes","Yes","Yes","No","TMI","Yes","No","Tunes","People","No","No","Yes","Yes","No","Supportive","No","PC","No","Risk-friendly","No","Yes!","Yes","Socialize","No","In-person","No","No","Yes","Yes","Grrr people","Yes","No","Yes","No","No","No","No","Yes","Yes","No","No","Yes","Own","Optimist","Dad","Yes","Yes","Yes","Yes","Nope","Yes","No","No","Yes","Yes","Yes","Yes","Yes","No","Yes",68,38,0.623853211009174
7155,1999,"Male","$50,000 - $74,999","Single (no kids)","High School Diploma","Libertarian","No","Yes","No","Yes","No","Yes","Public","Yes","Yes","No","Yes","Yes","No","Yes","Science","Try first","Yes","Yes","Yes","No","Giving","Yes","Yes","Idealist","No","Yes","Cool headed","Odd hours","Yes","Happy","No","No","No","Yes","P.M.","No","Start","Yes","Yes","Me","No","No","No","No","No","Mysterious","No","No","Tunes","Technology","No","Yes","Yes","Yes","Yes","Demanding","Yes","PC","Yes","Cautious","No","Umm...","No","Space","No","In-person","Yes","No","Yes","Yes","Grrr people","Yes","No","Yes","No","No","Yes","No","No","No","No","Yes","Yes","Rent","Pessimist","Mom","Yes","No","Yes","Yes","Nope","No","No","No","Yes","Yes","Yes","Yes","No","No","No",76,30,0.697247706422018
7159,1973,"Female","$75,000 - $100,000","Married (no kids)","High School Diploma","Republican","No","Yes","No","Yes","No","No","Public","Yes","Yes","No","Yes","Yes","No","Yes","Science","Try first","Yes","Yes","Yes","Yes","Giving","Yes","No","Idealist","Yes","No","Hot headed","Odd hours","No","Happy","Yes","No","Yes","No","A.M.","Yes","End","Yes","No","Me","Yes","No","Yes","Yes","No","TMI","No","No","Tunes","Technology","No","Yes","No","Yes","Yes","Supportive","Yes","PC","Yes","Cautious","No","Umm...","No","Space","No","Online","Yes","No","No","Yes","Grrr people","Yes","No","Yes","No","Yes","Yes","No","No","No","Yes","Yes","Yes","Rent","Pessimist","Mom","No","No","Yes","Yes","Check!","Yes","No","Yes","Yes","No","Yes","Yes","Yes","No","Yes",49,57,0.44954128440367
7165,1973,"Female","$25,001 - $50,000","Married (w/kids)","Master's Degree","Other","No","Yes","No","Yes","No","No","Private","No","No","No","Yes","Yes","No","No","Art","Study first","Yes","No","No","Yes","Giving","Yes","Yes","Idealist","Yes","Yes","Cool headed","Odd hours","No","Right","No","No","No","No","P.M.","No","Start","No","Yes","Circumstances","Yes","No","Yes","Yes","Yes","TMI","No","Yes","Tunes","Technology","Yes","Yes","No","Yes","Yes","Demanding","No","PC","Yes","Cautious","No","Yes!","No","Socialize","No","Online","Yes","Yes","No","Yes","Grrr people","Yes","No","No","Yes","Yes","No","Yes","No","No","Yes","No","No","Rent","Pessimist","Mom","No","Yes","No","No","Check!","Yes","No","No","Yes","Yes","No","Yes","No","Yes","No",22,80,0.201834862385321
7176,1989,"Male","under $25,000","Single (no kids)","Current Undergraduate","Independent","No","No","No","No","Yes","Yes","Public","Yes","No","Yes","No","Yes","Yes","Yes","Science","Try first","Yes","Yes","Yes","No","Giving","Yes","No","Idealist","No","Yes","Cool headed","Standard hours","No","Happy","Yes","Yes","No","Yes","P.M.","Yes","End","Yes","Yes","Circumstances","Yes","Yes","Yes","Yes","Yes","TMI","No","No","Tunes","People","No","Yes","Yes","Yes","Yes","Supportive","Yes","PC","No","Cautious","Yes","Yes!","Yes","Space","Yes","In-person","No","No","No","Yes","Yay people!","No","No","No","Yes","No","No","Yes","No","No","No","No","No","Rent","Pessimist","Dad","Yes","Yes","No","Yes","Nope","Yes","No","Yes","Yes","Yes","Yes","Yes","No","No","Yes",33,68,0.302752293577982
7182,1975,"Male","$100,001 - $150,000","Married (w/kids)","Master's Degree","Republican","No","No","No","Yes","No","No","Public","Yes","Yes","No","Yes","No","Yes","Yes","Science","Study first","No","Yes","No","No","Giving","Yes","No","Idealist","Yes","No","Cool headed","Standard hours","Yes","Right","No","Yes","Yes","Yes","P.M.","Yes","End","No","Yes","Me","Yes","Yes","No","No","Yes","TMI","Yes","Yes","Talk","Technology","Yes","No","Yes","Yes","Yes","Supportive","Yes","PC","No","Cautious","No","Umm...","No","Socialize","No","Online","Yes","No","Yes","Yes","Yay people!","Yes","Yes","No","No","No","No","No","No","No","Yes","No","No","Own","Pessimist","Dad","Yes","Yes","No","Yes","Nope","No","No","No","Yes","No","No","Yes","Yes","Yes","Yes",41,60,0.376146788990826
7187,1985,"Male","$75,000 - $100,000","Married (w/kids)","Associate's Degree","Republican","No","No","Yes","No","Yes","Yes","Public","Yes","Yes","No","No","Yes","No","Yes","Science","Study first","No","Yes","Yes","Yes","Giving","Yes","Yes","Pragmatist","No","No","Cool headed","Standard hours","No","Happy","Yes","No","No","Yes","A.M.","Yes","End","Yes","Yes","Circumstances","Yes","No","Yes","Yes","No","Mysterious","No","No","Tunes","Technology","Yes","Yes","Yes","Yes","Yes","Supportive","No","Mac","No","Cautious","No","Yes!","No","Space","No","In-person","No","Yes","Yes","Yes","Grrr people","Yes","No","Yes","No","No","No","Yes","Yes","No","No","No","Yes","Own","Optimist","Dad","No","Yes","Yes","Yes","Nope","Yes","No","Yes","Yes","Yes","No","Only-child","No","Yes","Yes",57,49,0.522935779816514
7189,1982,"Male","over $150,000","Married (w/kids)","Associate's Degree","Independent","Yes","No","No","Yes","No","No","Public","No","Yes","No","No","Yes","No","Yes","Science","Try first","No","Yes","No","Yes","Giving","Yes","Yes","Idealist","No","Yes","Hot headed","Odd hours","Yes","Happy","No","No","Yes","Yes","P.M.","Yes","End","Yes","Yes","Me","Yes","Yes","Yes","No","Yes","Mysterious","Yes","No","Talk","People","No","No","Yes","No","No","Supportive","No","Mac","Yes","Risk-friendly","Yes","Yes!","No","Space","No","In-person","Yes","No","Yes","No","Yay people!","Yes","Yes","Yes","Yes","No","No","Yes","Yes","Yes","Yes","Yes","No","Own","Pessimist","Dad","Yes","Yes","No","Yes","Nope","No","No","No","Yes","No","No","Yes","No","No","Yes",42,64,0.385321100917431
7190,1998,"Male","$100,001 - $150,000","Single (no kids)","Current K-12","Independent","No","No","No","No","No","Yes","Private","No","No","Yes","No","No","No","Yes","Art","Try first","Yes","No","Yes","No","Giving","Yes","No","Idealist","Yes","Yes","Hot headed","Standard hours","No","Happy","Yes","No","No","Yes","P.M.","Yes","Start","Yes","No","Me","Yes","No","No","No","No","Mysterious","No","No","Tunes","Technology","No","Yes","Yes","No","No","Supportive","No","PC","No","Cautious","No","Umm...","No","Space","No","Online","No","No","Yes","No","Grrr people","Yes","No","Yes","No","No","No","Yes","No","No","No","Yes","No","Own","Optimist","Dad","Yes","No","No","No","Check!","Yes","No","No","No","No","No","Yes","No","Yes","Yes",82,20,0.752293577981651
7194,1990,"Female","$25,001 - $50,000","Single (no kids)","Current Undergraduate","Democrat","Yes","Yes","Yes","No","No","No","Public","Yes","No","No","No","Yes","No","Yes","Art","Try first","Yes","No","No","No","Giving","No","Yes","Pragmatist","No","Yes","Hot headed","Odd hours","No","Right","No","No","No","Yes","P.M.","Yes","End","No","No","Me","Yes","No","No","No","No","Mysterious","No","Yes","Tunes","People","No","Yes","Yes","Yes","No","Demanding","Yes","PC","Yes","Risk-friendly","No","Umm...","Yes","Space","No","Online","Yes","No","Yes","Yes","Grrr people","No","Yes","Yes","Yes","No","No","No","No","Yes","Yes","No","No","Rent","Pessimist","Dad","No","Yes","Yes","No","Nope","Yes","Yes","Yes","No","No","No","Yes","Yes","No","Yes",47,54,0.431192660550459
7196,1957,"Female","$50,000 - $74,999","Single (no kids)","Associate's Degree","Independent","No","No","No","Yes","No","Yes","Public","No","Yes","No","No","Yes","Yes","Yes","Science","Study first","Yes","No","No","No","Giving","Yes","Yes","Pragmatist","No","Yes","Cool headed","Standard hours","No","Happy","Yes","Yes","Yes","Yes","A.M.","No","Start","Yes","No","Circumstances","No","No","No","Yes","Yes","Mysterious","Yes","No","Tunes","Technology","No","Yes","No","No","No","Demanding","Yes","Mac","Yes","Cautious","Yes","Yes!","No","Space","No","In-person","Yes","Yes","Yes","Yes","Grrr people","Yes","No","No","Yes","Yes","Yes","No","No","Yes","Yes","No","No","Rent","Pessimist","Mom","No","No","Yes","No","Check!","Yes","Yes","No","Yes","No","No","Yes","Yes","No","No",22,79,0.201834862385321
7197,1971,"Female","$100,001 - $150,000","Single (no kids)","Master's Degree","Independent","Yes","Yes","No","Yes","Yes","Yes","Private","No","Yes","Yes","No","No","Yes","Yes","Science","Try first","No","Yes","Yes","No","Giving","Yes","Yes","Pragmatist","No","No","Cool headed","Odd hours","No","Happy","Yes","Yes","No","Yes","A.M.","Yes","Start","Yes","No","Circumstances","Yes","Yes","Yes","Yes","Yes","TMI","Yes","Yes","Talk","People","No","Yes","No","Yes","Yes","Demanding","Yes","PC","Yes","Risk-friendly","Yes","Yes!","No","Socialize","No","In-person","No","Yes","Yes","Yes","Yay people!","Yes","No","Yes","No","No","No","Yes","No","No","No","Yes","No","Own","Optimist","Mom","Yes","Yes","No","No","Check!","No","Yes","No","Yes","Yes","No","Only-child","No","No","No",77,29,0.706422018348624
7208,1971,"Female","$100,001 - $150,000","Married (w/kids)","Master's Degree","Republican","No","No","No","No","No","Yes","Public","Yes","No","No","Yes","Yes","Yes","Yes","Art","Try first","No","Yes","Yes","No","Giving","Yes","No","Idealist","No","No","Cool headed","Standard hours","No","Happy","Yes","No","No","No","P.M.","No","Start","Yes","No","Me","Yes","Yes","Yes","Yes","Yes","TMI","No","Yes","Tunes","Technology","Yes","No","No","Yes","Yes","Supportive","Yes","PC","Yes","Risk-friendly","No","Yes!","No","Socialize","Yes","In-person","No","Yes","No","No","Yay people!","Yes","No","No","Yes","Yes","No","Yes","No","No","No","Yes","Yes","Own","Optimist","Dad","Yes","No","Yes","Yes","Check!","No","No","No","Yes","Yes","No","Yes","Yes","Yes","No",24,77,0.220183486238532
7212,1995,"Male","over $150,000","Single (no kids)","Current K-12","Independent","Yes","No","No","No","Yes","Yes","Private","No","No","No","Yes","No","Yes","Yes","Science","Try first","No","Yes","Yes","No","Giving","Yes","Yes","Idealist","No","No","Hot headed","Standard hours","Yes","Happy","Yes","Yes","No","No","P.M.","Yes","Start","Yes","No","Me","Yes","Yes","Yes","Yes","Yes","Mysterious","Yes","Yes","Tunes","People","Yes","Yes","Yes","Yes","Yes","Supportive","No","PC","No","Cautious","No","Yes!","No","Socialize","Yes","In-person","No","No","No","Yes","Yay people!","Yes","No","Yes","No","No","No","Yes","Yes","No","No","Yes","No","Own","Optimist","Mom","Yes","No","Yes","Yes","Nope","Yes","No","No","Yes","Yes","Yes","Yes","Yes","Yes","Yes",57,48,0.522935779816514
7215,1997,"Male","$25,001 - $50,000","Single (no kids)","Master's Degree","Libertarian","Yes","Yes","No","Yes","No","Yes","Private","No","Yes","Yes","Yes","No","Yes","Yes","Science","Study first","No","No","Yes","No","Giving","No","No","Idealist","No","No","Cool headed","Standard hours","No","Happy","Yes","Yes","No","Yes","P.M.","No","End","Yes","No","Me","Yes","No","No","No","No","Mysterious","No","No","Tunes","People","No","Yes","Yes","No","Yes","Demanding","No","Mac","Yes","Cautious","No","Yes!","No","Socialize","No","In-person","No","No","Yes","Yes","Yay people!","No","No","Yes","No","No","No","No","No","Yes","No","Yes","No","Rent","Optimist","Mom","No","No","No","Yes","Check!","Yes","No","No","Yes","Yes","No","Yes","No","No","Yes",58,48,0.532110091743119
7217,1993,"Male","$25,001 - $50,000","Married (w/kids)","High School Diploma","Republican","No","No","No","No","No","No","Public","No","Yes","No","Yes","Yes","No","Yes","Art","Study first","Yes","Yes","No","Yes","Receiving","Yes","No","Pragmatist","Yes","Yes","Hot headed","Odd hours","No","Right","Yes","Yes","No","Yes","P.M.","Yes","Start","Yes","No","Me","Yes","Yes","Yes","No","No","TMI","Yes","No","Tunes","Technology","Yes","Yes","Yes","No","No","Demanding","No","Mac","Yes","Cautious","Yes","Yes!","No","Space","Yes","Online","Yes","No","Yes","Yes","Grrr people","No","No","No","Yes","Yes","Yes","No","No","Yes","No","Yes","No","Rent","Pessimist","Dad","No","Yes","No","Yes","Check!","Yes","No","No","No","Yes","Yes","Yes","No","Yes","Yes",74,32,0.678899082568807
7222,1990,"Female","under $25,000","Single (no kids)","Bachelor's Degree","Republican","Yes","Yes","Yes","No","No","Yes","Public","No","Yes","No","Yes","Yes","No","Yes","Science","Try first","Yes","Yes","Yes","No","Giving","Yes","No","Pragmatist","No","Yes","Cool headed","Odd hours","No","Happy","Yes","Yes","No","Yes","P.M.","Yes","Start","Yes","No","Circumstances","Yes","Yes","Yes","Yes","No","TMI","No","No","Tunes","People","Yes","Yes","No","Yes","Yes","Supportive","Yes","PC","Yes","Cautious","No","Yes!","Yes","Socialize","No","In-person","No","Yes","Yes","Yes","Yay people!","No","No","No","No","Yes","Yes","No","No","No","No","No","Yes","Rent","Optimist","Mom","No","No","Yes","Yes","Check!","Yes","No","No","Yes","Yes","No","Only-child","No","No","Yes",62,40,0.568807339449541
7223,1984,"Female","$25,001 - $50,000","Single (no kids)","Master's Degree","Other","Yes","No","No","Yes","Yes","No","Public","No","Yes","No","Yes","Yes","Yes","No","Art","Study first","Yes","No","No","No","Giving","Yes","No","Idealist","Yes","Yes","Hot headed","Standard hours","Yes","Happy","Yes","Yes","Yes","Yes","P.M.","Yes","Start","Yes","No","Circumstances","No","Yes","No","Yes","Yes","TMI","No","Yes","Talk","People","Yes","Yes","Yes","No","Yes","Supportive","Yes","PC","Yes","Cautious","No","Umm...","Yes","Socialize","No","In-person","Yes","Yes","Yes","Yes","Yay people!","Yes","No","No","Yes","Yes","Yes","No","Yes","No","No","No","No","Own","Pessimist","Dad","No","Yes","Yes","Yes","Check!","No","No","No","Yes","No","No","Only-child","Yes","No","No",30,71,0.275229357798165
7227,1998,"Male","over $150,000","Single (no kids)","Current K-12","Libertarian","No","Yes","No","No","No","No","Public","No","No","Yes","No","No","Yes","Yes","Science","Study first","No","Yes","Yes","Yes","Receiving","No","No","Pragmatist","Yes","Yes","Cool headed","Standard hours","No","Right","Yes","Yes","No","Yes","P.M.","Yes","Start","Yes","No","Circumstances","Yes","Yes","No","Yes","No","TMI","No","No","Tunes","People","No","No","Yes","Yes","Yes","Demanding","No","PC","No","Cautious","Yes","Umm...","No","Space","Yes","Online","No","No","Yes","No","Grrr people","No","No","Yes","No","No","Yes","Yes","Yes","Yes","No","Yes","Yes","Own","Optimist","Dad","No","No","No","Yes","Check!","No","No","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes",36,66,0.330275229357798
7230,1994,"Male","$75,000 - $100,000","Single (no kids)","Current Undergraduate","Republican","Yes","No","No","Yes","Yes","Yes","Public","No","Yes","No","No","Yes","No","Yes","Science","Study first","Yes","Yes","Yes","Yes","Giving","Yes","Yes","Idealist","No","No","Cool headed","Odd hours","No","Right","No","Yes","No","Yes","P.M.","Yes","Start","Yes","Yes","Circumstances","Yes","Yes","No","No","Yes","Mysterious","Yes","No","Tunes","Technology","Yes","No","Yes","No","Yes","Supportive","Yes","PC","No","Cautious","No","Yes!","No","Socialize","No","In-person","No","Yes","Yes","Yes","Grrr people","No","No","Yes","No","Yes","Yes","No","Yes","Yes","No","No","Yes","Own","Pessimist","Dad","No","Yes","Yes","Yes","Nope","Yes","No","No","Yes","Yes","Yes","Yes","No","Yes","Yes",36,65,0.330275229357798
